ID,ID game,ID team,IDp_in_ice,IDp_out_ice,timer
25663,340,24,1077.0,,0-00
25795,341,12,1312.0,,0-00
25796,341,48,1310.0,,0-00
24456,321,58,1170.0,,0-00
24457,321,18,1044.0,,0-00
24471,322,54,656.0,,0-00
24541,322,59,16.0,,0-00
24644,323,63,1434.0,,0-00
24645,323,64,1435.0,,0-00
24095,311,8,1331.0,,0-00
24096,311,61,1202.0,,0-00
24115,310,52,102.0,,0-00
24116,319,63,1433.0,,0-00
24117,310,53,109.0,,0-00
24119,319,60,1235.0,,0-00
24167,320,64,1434.0,,0-00
24168,320,54,1331.0,,0-00
23546,300,35,754.0,,0-00
23547,300,9,18.0,,0-00
23624,301,10,833.0,,0-00
23625,301,31,188.0,,0-00
23643,318,58,1170.0,,0-00
23644,318,62,1409.0,,0-00
23694,317,59,217.0,,0-00
23695,317,18,1044.0,,0-00
